stid,dsid,sitename,lat,long,dep_env,Lake/Bog/Neither [Andria],edited [Claire],notes [Claire],Site Notes [Grace&Jack],lake_size [ha],lake_size_andria_ge [m2],Notes [Andria],Status [Grace],Tilia's Entered Lake Size (ha) [Grace],Notes [Grace]
229,232,Barchampe Lake,30.62222,-83.25389,Solution Origin Lake,lake,NA,NA,,NA,,,,,
2241,2320,Sagehen Marsh,37.47389,-108.50389,Marsh,marsh,1,"Confirmed site with pub (Peterson et al, 1994), changed are",,79,,,done,79,added dataset value
2245,2324,Sakana Lake,67.43333,-147.85,Kettle Lake,lake,NA,NA,,NA,,,,,
2253,2332,Lac à Sam,46.65417,-72.97889,Natural Lake,lake,2,"Confirmed site with Google Earth, changed area",,52,,,done,1,*kept Neotoma value
2257,2337,Sandy Cove Pond,54.4,-57.71667,Lacustrine,lake,1,Moved based on map & text description in paper.,,109,,,done,150,kept Neotoma value
2258,2338,San Joaquin Marsh,33.65833,-117.85833,Salt Marsh,marsh,1,"Confirmed site with Google Earth, changed area",,168.2,,,done,82,*kept Neotoma value
231,234,Barrett Lake,37.59583,-119.00833,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
2261,2341,Sarnia Elk Site Section,42.98,-82.32,Terrestrial,,NA,NA,,NA,,,,,
2262,2342,Lac Manitou,46.05778,-74.46694,Natural Lake,lake,NA,NA,,NA,,,,,
2263,2343,Lac aux Quenouilles,46.17194,-74.39583,Natural Lake,lake,NA,NA,,NA,,,,,
2266,2346,Sierra Bacha 3,29.81944,-112.63333,Neotoma Midden,lake,NA,NA,,NA,,,,,
2268,2348,SC1 Pond,54.41667,-131.90667,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
2269,2349,Scott Lake,27.965415,-81.94163,Solution Origin Lake,lake,NA,NA,,NA,,,,,
232,235,Barry Lake,44.3,-77.91667,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
2270,2351,Screaming Yellowlegs Pond,67.58333,-151.41667,Kettle Lake,lake,1,"Confirmed site and area with pub (Edwards et al, 1985)",,68,,,done,5.5,*kept Neotoma value
2271,2352,Seagull Lake,68.26667,-145.21667,Kettle Lake,lake,NA,NA,,NA,,,,,
2272,2353,Kettle's Lake [Second Lake],44.843875,-79.97824,Kettle Lake,lake,1,"Confirmed site with pub (Burden et al, 1986), changed area",,70,,,done,40,kept Neotoma value
2273,2354,Sedivy Lake,47.20889,-95.83333,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,12,,,done,12,added dataset value
233,236,Baseball Bog,47.23,-79.78,Bog,bog,NA,NA,,NA,,,,,
2285,2367,LD Lake,50.14028,-67.13194,Lacustrine,lake,NA,NA,,NA,,,,,
234,237,Basin Pond,44.47,-70.05,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
2290,2372,Sewell Lake,49.84135,-99.5763,Interdunal Lake,lake,NA,NA,,NA,,,,,
2291,2373,Saint-Francois de Sales,48.29389,-72.14694,Natural Lake,lake,NA,NA,,NA,,,,,
2292,2374,Shady Valley Bog,36.525,-81.93333,Mire,mire,NA,NA,,NA,,,,,
2293,2375,Shagawa Lake,47.91667,-91.86667,Lacustrine,lake,2,Confirmed lake: Bradbury and Megard 1972,,943.4,,,done,964,kept Neotoma value
2294,2376,Shangri-La Bog,53.26667,-132.40833,Mire,mire,NA,NA,,NA,,,,,
2295,2377,Shaws Bog,45.01667,-64.18333,Mire,mire,NA,NA,,NA,,,,,
2296,2378,Mont Shefford,45.35889,-72.58472,Swamp,swamp,1,Minor nudge.,,1.3,,,done,4.7,kept Neotoma value
235,238,Lac Bastien,46.4,-78.91667,Glacial Scour Lake,lake,2,"Confirmed site with publication (name might have changed since '87), changed area",,19.2,,,done,7.98,kept Neotoma value
2298,2380,Sheley Pond,31.08083,-81.63694,Lacustrine,lake,NA,NA,,NA,,,,,
2299,2381,Sherd Lake,44.2697,-107.01237,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
2300,2382,Shouldice Lake,45.15,-81.41667,Natural Lake,lake,NA,NA,,NA,,,,,
2301,2383,Silver Lake,44.895835,-94.20414,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,179.3,,,done,179.3,added dataset value
2302,2384,Silver Lake,44.56333,-63.64278,Lacustrine,lake,1,"Confirmed site with Google Earth, changed area",,2.8,,,done,2.8,added dataset value
2303,2385,Silver Lake,40.354335,-83.812515,Kettle Lake,lake,NA,NA,,NA,,,,,
2304,2386,Silver,41.25132,-74.986015,Glacial Origin Lake,lake,2,Confirmed lake: description and Russel et al 1993,,56,,,done,56,added dataset value
236,239,Battle Ground Lake,45.8,-122.49167,Volcanic Origin Lake,lake,1,Moved a bit.  Confirmed on map.,,11,,,done,13.5,kept Neotoma value
2308,2391,Sinkhole Pond,43.96667,-70.35,Kettle Lake,lake,1,"Confirmed site with Google Earth, changed area",,2.8,,,done,2,kept Neotoma value
2309,2393,Sioux Pond,49.93333,-91.56667,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
2310,2394,Siseebakwet South,47.13333,-93.68333,Kettle Lake,lake,NA,NA,,NA,,,,,
24,24,Alexander Lake,53.33333,-60.58333,Lacustrine,lake,1,Used paper & Google Maps.,,38,,,done,38,added dataset value
238,241,Black Bass Lake,46.12806,-93.70389,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,13.4,,,done,13,kept Neotoma value
15828,24354,North Flat Lake,53.611475,-106.49524,Kettle Lake,lake,NA,NA,,NA,,,,,
241,244,Beach Lake,65.21667,-127.05,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
15871,24425,L03,54.60476,-105.963305,Kettle Lake,lake,NA,NA,,NA,,,,,
242,245,Bear Bog,47.18,-80.16,Bog,bog,NA,NA,,NA,,,,,
243,246,Beaver Lake,44.17861,-107.25972,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
15962,24608,Rondeau Bay (R34),42.273975,-81.868955,Palustrine,,NA,NA,,NA,,,,,
15989,24665,Trinity River bayhead,29.76624,-94.708195,Estuarine,,NA,NA,,NA,,,,,
16003,24686,Trinity River Valley,29.67253,-94.78268,Estuarine,,NA,NA,,NA,,,,,
16025,24725,Corpus Christi Bay,27.78852,-97.34436,Coastal,,NA,NA,,NA,,,,,
2392,2476,Sleet Lake,69.28333,-133.58333,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
245,249,Beckman Lake,45.425,-93.18333,Kettle Lake,lake,1,"Confirmed site with Google Earth, changed area",,9.5,,,done,5,kept Neotoma value
25,25,Alexis Lake,52.51667,-57.03333,Glacial Origin Lake,lake,1,"Moved into lake, but there is no publication.",,85,,,done,3.4,**kept Neotoma value
246,250,Beef Pasture,37.473105,-108.160375,Fen,fen,NA,NA,,NA,,,,,
16242,25147,St. Shotts,46.647495,-53.600965,Blanket Bog,bog,NA,NA,,NA,,,,,
16242,25186,St. Shotts,46.647495,-53.600965,Blanket Bog,bog,NA,NA,,NA,,,,,
16242,25188,St. Shotts,46.647495,-53.600965,Blanket Bog,bog,NA,NA,,NA,,,,,
16242,25190,St. Shotts,46.647495,-53.600965,Blanket Bog,bog,NA,NA,,NA,,,,,
16242,25192,St. Shotts,46.647495,-53.600965,Blanket Bog,bog,NA,NA,,NA,,,,,
16242,25207,St. Shotts,46.647495,-53.600965,Blanket Bog,bog,NA,NA,,NA,,,,,
16242,25209,St. Shotts,46.647495,-53.600965,Blanket Bog,bog,NA,NA,,NA,,,,,
16242,25268,St. Shotts,46.647495,-53.600965,Blanket Bog,bog,NA,NA,,NA,,,,,
248,253,Bell's Lake,65.01667,-127.48333,Glacial Origin Lake,lake,2,"Confirmed site with publication and Google Earth, changed area",,1.2,,,done,1.2,already in Neotoma
16313,25306,Otter Lake,43.21822,-83.45983,Kettle Lake,lake,NA,NA,,NA,,,,,
16329,25337,Leaky Lake,52.58114,-63.53943,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
16330,25340,"Waccamaw River, Turkey Creek Oligohaline Marsh",33.35003,-79.3447,Tidal Oligohaline Marsh,marsh,NA,NA,,56.4,,,done,56.4,added dataset value
16332,25349,"Waccamaw River, Turkey Creek, Heavily Salt Impacted Swamp",33.34001,-79.34166,Tidal Freshwater Forested Wetland,,NA,NA,,51.4,,,done,51.4,added dataset value
16341,25368,"Waccamaw River, Butler Island, Moderately Salt Impacted",33.42282,-79.208,Tidal Freshwater Forested Wetland,,NA,NA,,30.9,,,done,30.9,added dataset value
16345,25378,Battery Lake,52.293515,-62.117515,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
16350,25388,Pine Lake,51.140905,-69.286995,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
249,254,Belmont Bog,42.25,-77.91667,Mire,mire,3,"Confirmed area with pub (Spear et al 1976), could not confirm site",,30,,,done,2,**kept Neotoma value
16384,25491,Lignumvitae Key,24.90197,-80.699085,Coastal,,NA,NA,,NA,,,,,
16396,25514,East Whitewater Bay,25.267035,-80.90641,Estuarine,,NA,NA,,NA,,,,,
246,25551,Beef Pasture,37.473105,-108.160375,Fen,fen,NA,NA,,NA,,,,,
16448,25605,Cotton Key,24.959505,-80.630165,Palustrine,,NA,NA,,NA,,,,,
16450,25609,Water Conservation Area 3B,25.823515,-80.56772,Marsh,marsh,NA,NA,,NA,,,,,
16455,25683,Levee L67A,25.93942,-80.59845,Palustrine,,NA,NA,,NA,,,,,
16466,25749,Rocky Glades,25.613645,-80.742645,Solution Origin Lake,lake,NA,NA,,NA,,,,,
2492,2576,Slough Creek Pond,44.93333,-110.35,Kettle Lake,lake,1,"Confirmed site with Google Earth and Publication, Changed area",,11.5,,,done,11.5,added dataset value
2493,2577,Slow River,63.03333,-100.75,Mire,,NA,NA,,NA,,,,,
2494,2578,Smoot Lake Bog,40.20556,-82.44583,Fen,,NA,NA,,NA,,,,,
16484,25786,Cobweb Swamp (Sawgrass Core),17.94154,-88.36192,Swamp,,NA,NA,,NA,,,,,
252,258,Bereziuk,54.04722,-76.12028,Natural Lake,lake,NA,NA,,NA,,,,,
2496,2580,Snowshoe Lake,57.45,-120.66667,Glacial Origin Lake,lake,3,"Confrimed area with publication, Not enough info to confirm site of lake",,8,,,done,8,already in Neotoma
16496,25806,Cobweb Swamp (Canal Fill Core),17.941155,-88.37396,Swamp,,NA,NA,,NA,,,,,
2497,2581,Solum Lake,46.66222,-96.25,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,27.9,,,done,27.9,added dataset value
2500,2584,South Stanchfield Lake,45.725,-93.46667,Kettle Lake,lake,NA,NA,,NA,,,,,
2501,2585,Spectacle Lake,45.57222,-93.40833,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,99.1,,,done,113,kept Neotoma value
2502,2586,Spirit Lake,46.47,-86.95833,Glacial Origin Lake,lake,2,Compiled from Hydrological database.,,3.3,,,done,6,kept Neotoma value
2503,2587,Splains Gulch,38.83278,-107.06889,Fen,,2,Confirmed gulch,,30.2,,,done,3,*kept Neotoma value
2504,2588,Splains Lake,38.83164,-107.078195,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
2506,2590,Spring Lake,55.51139,-119.58333,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
2507,2591,Spring Lake,41.67389,-76.35,Lacustrine,lake,1,"Confirmed site with Google Earth, changed area",,44.7,,,done,44.7,added dataset value
2508,2593,Spruce Pond,41.23687,-74.1833,Kettle Lake,lake,1,"Confirmed Lake, Changed Area",,3.5,,,done,2.6,kept Neotoma value
2512,2598,Stages Pond,39.66806,-82.9375,Kettle Lake,lake,1,NA,,4.2,,,done,31,*kept Neotoma value
2513,2599,Starkweather Pond,37.6625,-119.0675,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
254,260,Berry Pond,42.5,-73.31667,Lacustrine,lake,1,Confirmed location and area: Whitehead 1979,,3.9,,,done ,3.9,already in Neotoma
2514,2600,St. Catherines Lake,44.626875,-93.43352,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,47.6,,,done ,49,kept Neotoma value
2516,2603,Saint John Island Pond,53.95,-58.91667,Lacustrine,lake,NA,NA,,NA,,,,,
2517,2604,Stockbridge Bowl,42.33333,-73.15,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
2518,2605,Stone Lake,45.4,-93.52222,Kettle Lake,lake,2,"Confirmed lake, site description: kettle lake",,15.3,,,done,18,kept Neotoma value
2519,2607,Stone Lake Tamarack Swamp,44.89167,-93.69167,Swamp,,NA,NA,,NA,,,,,
2520,2609,Stotzel-Leis Site,40.21667,-84.68944,Fen,,2,Changed Area (according to area on ArcMap; dried up before 9/24/2014 Google Earth),,3.5,,,done,2.6,kept Neotome value
2521,2610,Sugarloaf Pond,47.61667,-52.66667,Glacial Scour Lake,lake,NA,NA,,NA,,,,,
2522,2611,Sulphur Lake,60.95,-137.95778,Glacial Origin Lake,lake,NA,NA,,NA,,,,,
2524,2613,Sunfish Lake,44.87472,-93.1,Kettle Lake,lake,2,"Confirmed lake, site descirption: kettle lake",,18.3,,,done,20,kept Neotoma value
2526,2615,Surprise Lake,49.31969,-122.562125,Lacustrine,lake,2,"Confirmed Site from publication and Google Earth, Changed Area",,0.4,,,done,0.6,kept Neotoma value
2527,2617,Sutherland Pond,41.39139,-74.03778,Lacustrine,lake,2,"Confirmed site with Google Earth, changed area",,83,,,done,4.05,**kept Neotoma value
2529,2619,Swamp Lake,37.95,-119.81667,Natural Lake,lake,NA,NA,,NA,,,,,
2530,2620,Swan Lake,41.72106,-102.499255,Interdunal Lake,lake,2,Confirmed lake: Wright et al 1985,,151.7,,,done,80,*kept Neotoma value
2531,2621,Swartswood Lake,41.072335,-74.83698,Moraine Dammed Lake,lake,NA,NA,,NA,,,,,
2532,2622,Sweet Little Lake,67.65,-132.01667,Kettle Lake,lake,NA,NA,,NA,,,,,
2533,2623,Szabo Pond,40.4,-74.48333,Thermokarst Lake,lake,NA,NA,,NA,,,,,
2534,2624,Tamarack Creek,44.15,-91.45,Mire,,NA,NA,,NA,,,,,
2535,2625,Tangle Lakes,63.02944,-146.06333,Lacustrine,,NA,NA,,149.5,,,done,150,kept Neotoma value
2536,2626,Tannersville Bog,41.038875,-75.263845,Mire,,2,Confirmed bog and area: Cai and Yu 2011,,300,,,done,300,kept Neotoma value
2538,2628,Williams Street Bog,41.9,-71.06667,Bog,,NA,NA,,NA,,,,,
2539,2629,Taupawshas Bog,41.275,-70.05833,Bog,,NA,NA,,NA,,,,,
2540,2630,Taylor Creek Site 2,25.20556,-80.64389,Marsh,,NA,NA,,NA,,,,,
2541,2631,Taylor Lake,46.10056,-123.90667,Dune Dammed Lake,,1,"Confirmed site with Google Earth, changed area",,7.7,,,done,4,kept Neotoma value
16613,26313,Quamichan Lake,48.799565,-123.66048,Glacial Origin Lake,,NA,NA,,NA,,,,,
16614,26315,Florence Lake,48.458595,-123.513045,Glacial Origin Lake,,NA,NA,,NA,,,,,
2542,2632,Taylor Slough Site 15,25.20194,-80.68722,Marsh,,NA,NA,,NA,,,,,
16618,26323,Sunflower Pond,38.199615,-98.48793,Stock Dam,,NA,NA,,NA,,,,,
16619,26325,Hodgeman County Fishing Lake,38.04624,-99.828015,Reservoir,,NA,NA,,NA,,,,,
16620,26327,St. Jacob's Tank,37.24138,-99.98086,Cattle Tank,,NA,NA,,NA,,,,,
16621,26329,Smokey Valley Ranch Pond 1,38.8879,-100.96549,Stock Dam,,NA,NA,,NA,,,,,
2543,2633,Taylor Slough Site 7,25.28722,-80.64639,Marsh,,NA,NA,,NA,,,,,
16622,26331,Ray Ranch Pond,41.03533,-102.445445,Stock Dam,,NA,NA,,NA,,,,,
16623,26333,Snake Pond,41.470265,-102.18229,Stock Dam,,NA,NA,,NA,,,,,
16624,26335,West Brenmenn,41.496855,-102.1351,Stock Dam,,NA,NA,,NA,,,,,
16625,26337,Maybe Pond,40.38854,-102.33719,Cattle Tank,,NA,NA,,NA,,,,,
16626,26339,Island Lake,41.73992,-102.394335,Wind Origin Lake,,NA,NA,,NA,,,,,
2544,2634,Telegraph Creek,46.53111,-112.39556,Marsh,,NA,NA,,NA,,,,,
16627,26341,Salt Pond,41.75437,-102.507765,Wind Origin Lake,,NA,NA,,NA,,,,,
16628,26343,Martin Lake,41.816475,-102.524895,Wind Origin Lake,,NA,NA,,NA,,,,,
16629,26345,Cowboy Pond,43.89476,-101.713305,Stock Dam,,NA,NA,,NA,,,,,
16630,26347,Shell Shock Pond,43.903915,-102.270935,Stock Dam,,NA,NA,,NA,,,,,
16631,26349,Smith Dam,44.263745,-100.285215,Stock Dam,,NA,NA,,NA,,,,,
16632,26351,South Lake Flat Dam,44.073555,-100.347145,Stock Dam,,NA,NA,,NA,,,,,
16633,26353,Aermo Pond,42.73046,-101.194555,Stock Dam,,NA,NA,,NA,,,,,
16634,26355,Oasis Pond,42.652685,-100.88399,Stock Dam,,NA,NA,,NA,,,,,
16635,26357,Cattle Tank 4,41.94247,-100.47281,Cattle Tank,,NA,NA,,NA,,,,,
16636,26359,Horseshoe Lake,38.110545,-98.476255,Wind Origin Lake,,NA,NA,,NA,,,,,
2546,2636,Ten Lakes,37.9,-119.53333,Glacial Scour Lake,,NA,NA,,NA,,,,,
16637,26361,Gordo Pond,37.16061,-101.72686,Stock Dam,,NA,NA,,NA,,,,,
16638,26363,Sticker Melon Pond,37.087215,-102.00317,Stock Dam,,NA,NA,,NA,,,,,
16639,26365,College Pond,37.09027,-101.913255,Stock Dam,,NA,NA,,NA,,,,,
16640,26367,Mayor Ranch Pond,36.71263,-101.553965,Stock Dam,,NA,NA,,NA,,,,,
16641,26369,Coyote Pond,36.433,-102.473795,Stock Dam,,NA,NA,,NA,,,,,
2547,2637,Ten Mile Lake,63.06667,-145.7,Kettle Lake,,NA,NA,,NA,,,,,
16642,26371,Ibis Pond,36.389075,-102.66887,Stock Dam,,NA,NA,,NA,,,,,
16643,26373,Mesquite Pond,35.704655,-102.43552,Stock Dam,,NA,NA,,NA,,,,,
16644,26375,Half Boiled Pond,35.6218,-99.838425,Stock Dam,,NA,NA,,NA,,,,,
16645,26377,Dead Indian Lake,35.74902,-99.718865,Reservoir,,NA,NA,,NA,,,,,
16646,26379,Caddo Lake,34.738585,-98.729205,Reservoir,,NA,NA,,NA,,,,,
2548,2638,Quallen Lake [Terhell Pond],47.19324,-95.786645,Lacustrine,,2,"Confirmed lake, site description: kettle lake",,11,,,done,7,kept Neotoma value
16647,26381,Bottle Pond,34.72632,-98.585235,Stock Dam,,NA,NA,,NA,,,,,
16648,26383,Crater Lake,34.705825,-98.62506,Reservoir,,NA,NA,,NA,,,,,
2549,2639,Petit Lac Terrien,46.58,-70.62,Lacustrine,,1,"Confirmed site with Google Earth, changed area",,26,,,done,26,added dataset value
2550,2640,Thompson Pond,47.19482,-96.09332,Lacustrine,,2,Assumed correct location in pond (unlabeled),,3.2,,,done,3.2,added dataset value
2551,2642,Tiinkdhul Lake,66.58333,-143.15,Volcanic Origin Lake,,1,"Confirmed site with Google Earth, changed area",,5238,,,done,13,***kept Neotoma value
2553,2644,Tioga Pass Pond,37.90833,-119.25833,Kettle Lake,,NA,NA,,NA,,,,,
2554,2645,Titicut Swamp,41.95,-71.03333,Swamp,,3,Minimum info on publications,,70.8,,,done,5,**kept Neotoma value
2555,2646,Thompson Landing,63.06667,-110.79167,Lacustrine,,NA,NA,,NA,,,,,
2556,2647,Toboggan Lake,50.815305,-114.59946,Kettle Lake,,1,"Nudged the lake,",,0.5,,,,0.5,already in Neotoma
2557,2648,Toenjes Lake,45.40895,-93.981715,Kettle Lake,,2,Assumed correct location in lake (unlabeled),,3.5,,,done,8,kept Neotoma value
2560,2651,Tonawa Lake,44.85,-77.175,Unknown,,1,"Confirmed site with Google Earth, changed area",,7.4,,,done,7.4,kept Neotoma value
2561,2652,Tonquin Creek,52.73333,-118.36667,Lacustrine,,NA,NA,,NA,,,,,
16679,26526,Wahl 2002 Surface Sample Site 1,34.20278,-116.78194,Soil,,NA,NA,,NA,,,,,
16680,26527,Wahl 2002 Surface Sample Site 2,34.2,-116.76472,Soil,,NA,NA,,NA,,,,,
16681,26528,Wahl 2002 Surface Sample Site 3,34.20111,-116.76583,Soil,,NA,NA,,NA,,,,,
16682,26529,Wahl 2002 Surface Sample Site 4,34.20833,-116.85528,Soil,,NA,NA,,NA,,,,,
16683,26530,Wahl 2002 Surface Sample Site 5,34.1225,-116.78083,Soil,,NA,NA,,NA,,,,,
16684,26531,Wahl 2002 Surface Sample Site 6,34.12472,-116.78222,Soil,,NA,NA,,NA,,,,,
10248,26532,Little Green Valley Meadow,34.233935,-117.051415,Soil,,NA,NA,,NA,,,,,
16685,26533,Wahl 2002 Surface Sample Site 8,34.26611,-117.00583,Soil,,NA,NA,,NA,,,,,
16686,26534,Wahl 2002 Surface Sample Site 9,34.26806,-117.00611,Soil,,NA,NA,,NA,,,,,
16687,26535,Wahl 2002 Surface Sample Site 10,34.17222,-116.71778,Soil,,NA,NA,,NA,,,,,
16688,26536,Wahl 2002 Surface Sample Site 11,33.80056,-116.6725,Soil,,NA,NA,,NA,,,,,
16689,26537,Wahl 2002 Surface Sample Site 12,34.22194,-116.89944,Soil,,NA,NA,,NA,,,,,
16690,26538,Wahl 2002 Surface Sample Site 13,34.28139,-116.91417,Soil,,NA,NA,,NA,,,,,
16691,26539,Wahl 2002 Surface Sample Site 14,33.80667,-116.65333,Soil,,NA,NA,,NA,,,,,
2562,2654,Lac à la Tortue,45.54583,-73.31694,Natural Lake,,NA,NA,,NA,,,,,
16692,26540,Wahl 2002 Surface Sample Site 15,34.14833,-116.79972,Soil,,NA,NA,,NA,,,,,
16693,26541,Wahl 2002 Surface Sample Site 16,34.14833,-116.79972,Soil,,NA,NA,,NA,,,,,
16694,26542,Wahl 2002 Surface Sample Site 17,32.94889,-116.60444,Soil,,NA,NA,,NA,,,,,
10284,26543,Taquitz Meadow,33.76857,-116.66361,Soil,,1,"Confirmed site with Google Earth, changed area",,19,,,done,19,added dataset value
16695,26544,Wahl 2002 Surface Sample Site 21,32.94389,-116.49111,Soil,,NA,NA,,NA,,,,,
16696,26545,Wahl 2002 Surface Sample Site 22,32.8375,-116.42333,Soil,,NA,NA,,NA,,,,,
16697,26546,Wahl 2002 Surface Sample Site 23,34.13472,-116.98222,Soil,,NA,NA,,NA,,,,,
16698,26547,Wahl 2002 Surface Sample Site 24,32.95417,-116.58778,Soil,,NA,NA,,NA,,,,,
16699,26548,Wahl 2002 Surface Sample Site 25,32.8525,-116.48222,Soil,,NA,NA,,NA,,,,,
10243,26549,Hual Cu Cuish Meadow,32.967,-116.583,Soil,,1,Confirmed site with Google Earth,,87,,,done,87,added dataset value
16700,26550,Wahl 2002 Surface Sample Site 28,32.97083,-116.57389,Soil,,NA,NA,,NA,,,,,
16701,26551,Wahl 2002 Surface Sample Site 29,33.08944,-116.59444,Soil,,NA,NA,,NA,,,,,
16702,26552,Wahl 2002 Surface Sample Site 30,33.33694,-116.9075,Soil,,NA,NA,,NA,,,,,
16703,26553,Wahl 2002 Surface Sample Site 33,32.94944,-116.55972,Soil,,NA,NA,,NA,,,,,
16704,26554,Wahl 2002 Surface Sample Site 34,32.85056,-116.52139,Soil,,NA,NA,,NA,,,,,
16705,26555,Wahl 2002 Surface Sample Site 35,32.85139,-116.52278,Soil,,NA,NA,,NA,,,,,
16706,26556,Wahl 2002 Surface Sample Site 36,33.29111,-116.83389,Soil,,NA,NA,,NA,,,,,
16707,26557,Wahl 2002 Surface Sample Site 37,32.81917,-116.61861,Soil,,NA,NA,,NA,,,,,
16708,26558,Wahl 2002 Surface Sample Site 38,32.86917,-116.60806,Soil,,NA,NA,,NA,,,,,
16709,26559,Wahl 2002 Surface Sample Site 39,32.8225,-116.62139,Soil,,NA,NA,,NA,,,,,
16710,26560,Wahl 2002 Surface Sample Site 40,32.85583,-116.74167,Soil,,NA,NA,,NA,,,,,
16711,26561,Wahl 2002 Surface Sample Site 41,33.03028,-117.09278,Soil,,NA,NA,,NA,,,,,
16729,26606,Lake 239,49.66332,-93.720205,Glacial Origin Lake,,NA,NA,,NA,,,,,
2569,2661,Tuktoyaktuk 5,69.05,-133.45,Kettle Lake,,1,"Confirmed site with publication, changed area",,1.5,,,done,1.5,added dataset value
2570,2663,Lake Tulane,27.58613,-81.503395,Solution Origin Lake,,NA,NA,,NA,,,,,
16741,26630,Lake Tahoe,39.156415,-120.04143,Tectonic Origin Lake,,NA,NA,,49766,,,done,49500,added dataset value
16766,26673,St. Jones River (SJB6),39.081105,-75.44383,Marsh,,NA,NA,,NA,,,,,
16767,26675,St. Jones River (SJC6),39.092015,-75.45265,Marsh,,NA,NA,,NA,,,,,
2576,2669,Tunturi Lake,55.01667,-67.5,Lacustrine,,NA,NA,,NA,,,,,
10284,26694,Taquitz Meadow,33.76857,-116.66361,Soil,,1,"Confirmed site with Google Earth, changed area",,19,,,done,19,added dataset value
10284,26695,Taquitz Meadow,33.76857,-116.66361,Soil,,1,"Confirmed site with Google Earth, changed area",,19,,,done,19,added dataset value
10243,26696,Hual Cu Cuish Meadow,32.967,-116.583,Soil,,1,Confirmed site with Google Earth,,87,,,done,87,added dataset value
10243,26697,Hual Cu Cuish Meadow,32.967,-116.583,Soil,,1,Confirmed site with Google Earth,,87,,,done,87,added dataset value
10243,26698,Hual Cu Cuish Meadow,32.967,-116.583,Soil,,1,Confirmed site with Google Earth,,87,,,done,87,added dataset value
261,267,Banks Island 74MS11,71.75,-124.26667,Kettle Lake,,NA,NA,,NA,,,,,
16781,26707,Haleakalā Volcano 10G,20.73893,-156.13519,Soil,,NA,NA,,NA,,,,,
16782,26708,Haleakalā Volcano 10H,20.73958,-156.1349,Soil,,NA,NA,,NA,,,,,
16783,26709,Haleakalā Volcano 10J,20.74128,-156.13414,Soil,,NA,NA,,NA,,,,,
2577,2671,Lac Turcotte,49.15778,-65.76278,Natural Lake,,1,"Confirmed site with Google Earth, changed area",,25.2,,,done,100,*kept Neotoma value
16784,26710,Haleakalā Volcano 10K,20.74178,-156.13392,Soil,,NA,NA,,NA,,,,,
16785,26711,Haleakalā Volcano 10L,20.74219,-156.13375,Soil,,NA,NA,,NA,,,,,
16786,26712,Haleakalā Volcano 10M,20.74269,-156.13371,Soil,,NA,NA,,NA,,,,,
16787,26713,Haleakalā Volcano 10N,20.74317,-156.13298,Soil,,NA,NA,,NA,,,,,
16788,26714,Haleakalā Volcano 10O,20.74386,-156.13285,Soil,,NA,NA,,NA,,,,,
16789,26715,Haleakalā Volcano 10P,20.74465,-156.13306,Soil,,NA,NA,,NA,,,,,
16790,26716,Haleakalā Volcano 10Q,20.74514,-156.13287,Soil,,NA,NA,,NA,,,,,
16791,26717,Haleakalā Volcano 10R,20.7456,-156.13264,Soil,,NA,NA,,NA,,,,,
16792,26718,Haleakalā Volcano 11B,20.73657,-156.14195,Soil,,NA,NA,,NA,,,,,
16793,26719,Haleakalā Volcano 11K,20.74254,-156.1393,Soil,,NA,NA,,NA,,,,,
16794,26720,Haleakalā Volcano 11L,20.74282,-156.1392,Soil,,NA,NA,,NA,,,,,
16795,26721,Haleakalā Volcano 11M,20.74331,-156.13897,Soil,,NA,NA,,NA,,,,,
16796,26722,Haleakalā Volcano 11N,20.74376,-156.13874,Soil,,NA,NA,,NA,,,,,
16797,26723,Haleakalā Volcano 11O,20.74424,-156.13866,Soil,,NA,NA,,NA,,,,,
16798,26724,Haleakalā Volcano 11P,20.74472,-156.13827,Soil,,NA,NA,,NA,,,,,
16799,26725,Haleakalā Volcano 11Q,20.74511,-156.13823,Soil,,NA,NA,,NA,,,,,
16800,26726,Haleakalā Volcano 11R,20.74572,-156.13795,Soil,,NA,NA,,NA,,,,,
16801,26727,Haleakalā Volcano 12K,20.74372,-156.14245,Soil,,NA,NA,,NA,,,,,
